,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Unnamed: 13
1323,LGBFORGE,EQ,10.0,10.2,9.9,10.0,10.0,10.0,138133,1382320.35,24-NOV-2023,446,INE201J01017,
1324,LGHL,BE,152.1,159.7,150.0,155.15,155.0,152.1,428,67199.55,24-NOV-2023,38,INE258Y01016,
1325,LIBAS,EQ,16.25,16.85,16.1,16.45,16.6,16.1,1722038,28191076.35,24-NOV-2023,4106,INE908V01012,
1326,LIBERTSHOE,EQ,284.25,285.1,280.0,281.1,280.15,283.1,67607,19080097.9,24-NOV-2023,3991,INE557B01019,
1327,LICHSGFIN,EQ,455.2,460.9,453.0,454.65,454.5,454.95,1226042,560275929.9,24-NOV-2023,21153,INE115A01026,
1328,LICI,EQ,620.95,682.0,620.55,677.65,677.7,617.7,18997036,12654015449.8,24-NOV-2023,271088,INE0J1Y01017,
1329,LICMFGOLD,EQ,5626.6,5630.0,5593.05,5622.0,5600.0,5634.1,52,292239.75,24-NOV-2023,26,INF397L01554,
1330,LICNETFGSC,EQ,24.29,24.29,23.69,24.12,24.13,24.11,7109,171478.04,24-NOV-2023,62,INF767K01MV5,
1331,LICNETFN50,EQ,215.17,215.38,214.18,215.31,215.38,214.16,10257,2205128.48,24-NOV-2023,19,INF767K01OS7,
1332,LICNETFSEN,EQ,717.99,726.16,714.99,725.0,725.0,719.83,345,248827.08,24-NOV-2023,51,INF767K01OT5,
1333,LICNFNHGP,EQ,212.71,212.75,211.54,212.75,212.75,212.71,45,9555.98,24-NOV-2023,17,INF767K01PC8,
1334,LIKHITHA,EQ,294.25,296.7,289.2,290.1,290.7,294.15,112163,32709294.95,24-NOV-2023,4768,INE060901027,
1335,LINC,EQ,704.7,710.0,695.55,705.95,705.05,704.7,27436,19339041.6,24-NOV-2023,3162,INE802B01019,
1336,LINCOLN,EQ,642.2,654.2,629.6,632.35,632.0,642.2,77040,49468044.05,24-NOV-2023,7727,INE405C01035,
1337,LINDEINDIA,EQ,5960.0,5994.0,5913.05,5931.9,5925.0,5934.6,25879,153729891.05,24-NOV-2023,6751,INE473A01011,
1338,LIQUID,EQ,1000.0,1000.0,999.99,999.99,1000.0,999.99,56269,56268977.13,24-NOV-2023,282,INF769K01KS1,
1339,LIQUIDBEES,EQ,1000.01,1000.01,999.99,1000.0,1000.01,1000.0,1402047,1402052982.73,24-NOV-2023,6261,INF732E01037,
1340,LIQUIDETF,EQ,999.99,1000.01,999.99,1000.0,1000.0,999.99,493035,493035532.19,24-NOV-2023,273,INF740KA1EU7,
1341,LIQUIDSBI,EQ,999.99,1000.01,999.99,1000.01,1000.01,999.99,100349,100348001.27,24-NOV-2023,18,INF200KA13Z8,
1342,LLOYDS,SM,120.5,120.5,113.0,120.1,119.5,114.8,318000,38225400.0,24-NOV-2023,192,INE0DTQ01028,
1343,LLOYDSENGG,EQ,48.65,49.2,47.05,47.4,47.45,48.25,1717698,82303376.9,24-NOV-2023,9570,INE093R01011,
1344,LLOYDSME,EQ,553.7,554.1,536.05,539.05,539.9,549.4,97645,53159974.55,24-NOV-2023,7313,INE281B01032,
1345,LODHA,EQ,883.8,895.0,872.7,891.4,887.6,877.7,1773089,1568725212.8,24-NOV-2023,42646,INE670K01029,
1346,LOKESHMACH,EQ,306.6,315.0,304.0,308.9,309.2,306.95,170533,52865427.55,24-NOV-2023,13732,INE397H01017,
1347,LORDSCHLO,EQ,146.5,147.5,144.6,146.15,146.5,144.4,6180,906326.3,24-NOV-2023,185,INE846D01012,
1348,LOTUSEYE,EQ,95.9,97.3,93.8,94.4,94.05,94.55,18408,1758999.0,24-NOV-2023,862,INE947I01017,
1349,LOVABLE,EQ,140.0,167.8,140.0,158.85,157.15,139.85,1789785,284012598.6,24-NOV-2023,21298,INE597L01014,
1350,LOWVOL,EQ,157.47,157.47,156.46,157.08,157.08,157.47,106,16651.84,24-NOV-2023,11,INF769K01JU9,
1351,LOYALTEX,EQ,620.0,649.85,618.9,636.0,632.1,614.95,2434,1545532.8,24-NOV-2023,367,INE970D01010,
1352,LPDC,BE,8.05,8.05,7.6,7.65,7.8,7.9,62065,481896.05,24-NOV-2023,160,INE197J01017,
1353,LRRPL,SM,41.4,41.4,41.4,41.4,41.4,40.1,6000,248400.0,24-NOV-2023,2,INE0H4B01011,
1354,LT,EQ,3050.0,3067.0,3039.6,3054.25,3051.8,3045.65,915121,2795374360.6,24-NOV-2023,92885,INE018A01030,
1355,LTFOODS,EQ,211.9,216.4,211.3,212.05,211.8,210.8,948612,202528750.05,24-NOV-2023,12589,INE818H01020,
1356,LTGILTBEES,EQ,24.55,24.56,24.49,24.54,24.56,24.54,851384,20892738.81,24-NOV-2023,298,INF204KB1882,
1357,LTIM,EQ,5490.0,5511.35,5437.75,5472.6,5466.05,5471.35,152012,831517617.8,24-NOV-2023,26502,INE214T01019,
1358,LTTS,EQ,4554.8,4603.0,4519.7,4568.55,4556.5,4529.3,134147,612913650.4,24-NOV-2023,17299,INE010V01017,
1359,LUMAXIND,EQ,2639.75,2749.8,2638.8,2731.45,2700.0,2639.75,15352,41423664.7,24-NOV-2023,2948,INE162B01018,
1360,LUMAXTECH,EQ,395.0,399.25,389.5,393.1,389.5,392.35,187273,73855507.35,24-NOV-2023,10828,INE872H01027,
1361,LUPIN,EQ,1220.0,1245.0,1211.6,1243.2,1242.85,1198.15,2748793,3392603141.8,24-NOV-2023,80145,INE326A01037,
1362,LUXIND,EQ,1380.0,1398.0,1357.95,1364.9,1361.0,1376.65,54620,75012408.35,24-NOV-2023,6932,INE150G01020,
1363,LXCHEM,EQ,269.9,270.5,265.25,265.85,266.0,268.85,436288,116400821.2,24-NOV-2023,9258,INE576O01020,
1364,LYKALABS,EQ,139.45,143.5,138.35,140.7,139.75,138.3,548507,77374833.55,24-NOV-2023,6704,INE933A01014,
1365,LYPSAGEMS,EQ,5.5,5.75,5.5,5.65,5.7,5.5,94769,534631.1,24-NOV-2023,170,INE142K01011,
1366,M&M,EQ,1549.0,1559.5,1547.5,1553.2,1551.95,1545.85,1239270,1924787709.0,24-NOV-2023,64427,INE101A01026,
1367,M&MFIN,EQ,272.15,273.9,263.5,263.9,263.9,272.15,3227707,858944232.05,24-NOV-2023,21033,INE774D01024,
1368,M&MFIN,N3,1921.0,1921.0,1921.0,1921.0,1921.0,1910.0,10,19210.0,24-NOV-2023,1,INE774D08MG3,
1369,MAANALU,EQ,137.25,137.7,133.85,134.65,134.9,137.25,79484,10750667.7,24-NOV-2023,1312,INE215I01027,
1370,MACPOWER,BE,580.0,590.0,574.0,589.75,589.75,585.45,17771,10307747.25,24-NOV-2023,149,INE155Z01011,
1371,MADHAV,EQ,53.6,53.6,50.5,50.85,51.1,52.75,21273,1096922.0,24-NOV-2023,437,INE925C01016,
1372,MADHAVBAUG,SM,256.7,256.7,245.0,249.0,249.0,256.7,6800,1698720.0,24-NOV-2023,17,INE0JR301013,
1373,MADHUCON,EQ,9.55,9.55,8.65,8.65,8.65,9.1,745988,6699631.7,24-NOV-2023,1151,INE378D01032,
1374,MADHUSUDAN,SM,137.0,148.95,134.0,140.95,140.75,134.6,210000,29804100.0,24-NOV-2023,105,INE0P6701019,
1375,MADRASFERT,EQ,77.4,78.55,77.1,77.5,77.4,77.2,289667,22527622.9,24-NOV-2023,3097,INE414A01015,
1376,MAFANG,EQ,69.15,69.3,69.01,69.19,69.3,69.15,450990,31205012.9,24-NOV-2023,3102,INF769K01HF4,
1377,MAGADSUGAR,EQ,829.7,830.9,802.0,810.35,810.0,827.8,84188,68494135.4,24-NOV-2023,7278,INE347W01011,
1378,MAGNUM,EQ,49.8,51.3,47.7,48.25,48.2,50.15,60815,3008835.7,24-NOV-2023,592,INE387I01016,
1379,MAGSON,SM,128.3,130.0,126.7,126.7,126.7,134.95,12000,1535700.0,24-NOV-2023,6,INE0O1S01012,
1380,MAHABANK,EQ,43.55,43.85,43.1,43.2,43.3,43.55,7310096,317661803.45,24-NOV-2023,16657,INE457A01014,
1381,MAHAPEXLTD,EQ,148.5,148.5,140.35,141.1,140.45,145.7,3113,443529.6,24-NOV-2023,228,INE843B01013,
1382,MAHASTEEL,EQ,76.25,78.0,76.0,76.75,76.5,77.4,42469,3281601.4,24-NOV-2023,2054,INE451L01014,
1383,MAHEPC,EQ,120.4,120.95,116.6,117.45,117.4,120.1,34183,4033535.35,24-NOV-2023,638,INE215D01010,
1384,MAHESHWARI,EQ,84.6,86.4,83.3,83.7,83.95,84.35,55400,4689893.85,24-NOV-2023,639,INE263W01010,
1385,MAHKTECH,EQ,14.26,14.29,13.97,14.07,14.14,14.27,826360,11641562.31,24-NOV-2023,1136,INF769K01HS7,
1386,MAHLIFE,EQ,529.3,530.35,519.0,524.0,523.5,525.65,86983,45661234.05,24-NOV-2023,6711,INE813A01018,
1387,MAHLOG,EQ,361.2,365.3,359.05,362.2,361.25,361.2,127262,46078887.1,24-NOV-2023,8218,INE766P01016,
1388,MAHSCOOTER,EQ,7950.0,8035.25,7942.05,7981.65,8030.0,7971.0,1905,15206676.15,24-NOV-2023,910,INE288A01013,
1389,MAHSEAMLES,EQ,920.05,937.1,914.0,921.8,918.4,921.5,109950,101850447.75,24-NOV-2023,10452,INE271B01025,
1390,MAITHANALL,EQ,1081.25,1117.4,1081.25,1104.45,1106.35,1089.3,40836,45112736.45,24-NOV-2023,4819,INE683C01011,
1391,MAITREYA,SM,131.5,133.75,128.55,130.0,130.0,130.0,44800,5850880.0,24-NOV-2023,28,INE0PLQ01011,
1392,MAKEINDIA,EQ,102.1,102.39,101.92,102.06,101.95,101.86,8506,867995.23,24-NOV-2023,158,INF769K01IB1,
1393,MAKS,ST,108.0,117.2,106.1,116.0,116.0,111.65,24000,2659425.0,24-NOV-2023,14,INE0CDK01019,
1394,MAL,SM,52.3,53.35,52.3,53.35,53.35,53.1,19200,1016000.0,24-NOV-2023,11,INE00C401011,
1395,MALLCOM,EQ,1019.65,1035.0,1005.1,1027.65,1025.1,1009.55,11462,11737723.2,24-NOV-2023,1607,INE389C01015,
1396,MALUPAPER,EQ,41.4,41.4,39.6,39.85,39.6,40.7,22710,911066.1,24-NOV-2023,277,INE383H01017,
1397,MANAKALUCO,EQ,24.7,25.2,24.05,24.25,24.15,24.9,94183,2304748.1,24-NOV-2023,733,INE859Q01017,
1398,MANAKCOAT,BE,28.95,29.1,28.0,28.9,29.1,28.65,86582,2486394.2,24-NOV-2023,221,INE830Q01018,
1399,MANAKSIA,EQ,132.7,133.65,130.85,131.75,131.85,132.7,109539,14479985.35,24-NOV-2023,1610,INE015D01022,
1400,MANAKSTEEL,EQ,47.5,47.5,46.1,46.45,46.35,46.8,91753,4272687.0,24-NOV-2023,459,INE824Q01011,
1401,MANALIPETC,EQ,65.4,66.15,65.0,65.75,65.5,65.4,389841,25605482.2,24-NOV-2023,2944,INE201A01024,
1402,MANAPPURAM,EQ,153.15,154.0,147.15,148.15,148.95,152.4,10490781,1569801528.55,24-NOV-2023,37811,INE522D01027,
1403,MANGALAM,EQ,98.0,98.0,96.5,96.75,97.0,96.9,28571,2772273.75,24-NOV-2023,590,INE584F01014,
1404,MANGCHEFER,EQ,113.35,113.75,111.05,112.65,113.6,112.7,205148,23070497.25,24-NOV-2023,3131,INE558B01017,
1405,MANGLMCEM,EQ,442.95,458.0,442.05,447.45,447.0,441.35,263255,119077049.85,24-NOV-2023,22889,INE347A01017,
1406,MANINDS,EQ,260.05,262.45,255.05,255.75,255.15,258.75,256705,66269840.2,24-NOV-2023,9268,INE993A01026,
1407,MANINFRA,EQ,180.0,188.45,178.35,186.75,186.65,177.95,14167743,2604825925.65,24-NOV-2023,69939,INE949H01023,
1408,MANKIND,EQ,1934.0,1943.7,1901.0,1912.95,1909.0,1934.0,97869,188244138.45,24-NOV-2023,9981,INE634S01028,
1409,MANOMAY,EQ,128.85,128.85,120.3,121.7,120.3,122.75,34441,4232415.35,24-NOV-2023,230,INE784W01015,
1410,MANORAMA,EQ,2061.0,2090.3,2035.55,2079.05,2080.0,2066.75,6672,13837798.45,24-NOV-2023,960,INE00VM01010,
1411,MANORG,EQ,373.8,373.8,363.95,368.6,368.5,369.15,5531,2041638.6,24-NOV-2023,455,INE370D01013,
1412,MANUGRAPH,BE,22.65,22.65,21.5,21.6,21.7,22.2,7410,161294.65,24-NOV-2023,59,INE867A01022,
1413,MANYAVAR,EQ,1308.9,1359.0,1301.2,1344.35,1334.0,1304.75,285045,378849687.75,24-NOV-2023,25853,INE825V01034,
1414,MAPMYINDIA,EQ,2204.95,2231.1,2193.45,2201.15,2206.05,2195.05,94926,209642017.7,24-NOV-2023,9055,INE0BV301023,
1415,MARALOVER,EQ,73.85,81.95,71.5,80.9,81.5,72.1,631220,50113467.45,24-NOV-2023,4201,INE882A01013,
1416,MARATHON,EQ,462.95,465.0,457.25,461.25,459.7,460.35,29014,13383963.0,24-NOV-2023,3542,INE182D01020,
1417,MARCO,SM,60.9,60.95,59.9,60.95,60.95,59.2,30000,1811100.0,24-NOV-2023,10,INE0QP001012,
1418,MARICO,EQ,530.8,534.5,521.8,523.65,523.35,530.9,1124449,594982059.5,24-NOV-2023,35965,INE196A01026,
1419,MARINE,BE,96.2,97.2,90.6,94.65,95.0,95.35,343672,32427046.6,24-NOV-2023,1874,INE01JE01028,
1420,MARKSANS,EQ,145.0,145.65,141.0,141.85,142.0,144.7,2014210,287832091.8,24-NOV-2023,17522,INE750C01026,
1421,MARSHALL,EQ,46.95,49.4,46.55,48.85,49.4,47.05,455453,21992147.0,24-NOV-2023,1804,INE00SZ01018,
1422,MARUTI,EQ,10505.95,10566.5,10462.0,10515.65,10481.0,10488.5,380306,3998887577.9,24-NOV-2023,50988,INE585B01010,
1423,MASFIN,EQ,849.8,859.0,838.6,851.25,851.0,842.45,68332,58226042.0,24-NOV-2023,10130,INE348L01012,
1424,MASPTOP50,EQ,34.03,34.5,34.03,34.47,34.39,34.05,485844,16710521.42,24-NOV-2023,936,INF769K01HP3,
1425,MASTEK,EQ,2455.0,2455.0,2352.0,2373.95,2370.0,2434.75,33555,80480051.4,24-NOV-2023,5483,INE759A01021,
1426,MASTER,SM,140.3,140.3,140.3,140.3,140.3,140.3,3000,420900.0,24-NOV-2023,3,INE0OJM01017,
1427,MATRIMONY,EQ,547.8,552.0,540.35,543.6,543.5,540.75,29275,16000372.05,24-NOV-2023,1941,INE866R01028,
1428,MAWANASUG,EQ,103.8,103.8,101.0,101.45,101.2,102.8,146915,14954664.15,24-NOV-2023,1637,INE636A01039,
1429,MAXESTATES,EQ,309.15,312.7,305.05,307.85,307.55,304.55,72477,22363803.45,24-NOV-2023,7073,INE03EI01018,
1430,MAXHEALTH,EQ,614.0,622.65,610.5,612.75,612.95,616.15,406450,250109099.15,24-NOV-2023,22944,INE027H01010,
1431,MAXIND,EQ,145.05,148.15,142.75,143.95,143.6,143.95,78969,11430658.8,24-NOV-2023,1641,INE0CG601016,
1432,MAYURUNIQ,EQ,548.5,559.65,535.55,537.05,537.5,545.05,78464,42754216.1,24-NOV-2023,7659,INE040D01038,
1433,MAZDA,EQ,1351.8,1367.9,1319.25,1332.9,1326.0,1346.25,11428,15307184.6,24-NOV-2023,1725,INE885E01034,
1434,MAZDOCK,EQ,1996.0,2061.15,1985.05,2039.85,2044.0,1990.75,2109098,4283623560.35,24-NOV-2023,88695,INE249Z01012,
1435,MBAPL,EQ,258.5,266.2,258.05,263.05,264.5,258.5,15814,4152270.95,24-NOV-2023,1106,INE900L01010,
1436,MBLINFRA,BE,42.1,44.8,41.7,43.0,43.1,43.9,103495,4428261.05,24-NOV-2023,388,INE912H01013,
1437,MCDOWELL-N,EQ,1063.0,1064.7,1040.0,1042.5,1041.0,1060.05,457015,480842521.45,24-NOV-2023,28234,INE854D01024,
1438,MCL,EQ,30.0,31.6,30.0,31.15,31.6,30.25,170862,5253761.15,24-NOV-2023,1002,INE813V01022,
1439,MCLEODRUSS,EQ,23.1,23.35,22.4,22.6,22.6,22.75,1073182,24611281.6,24-NOV-2023,1820,INE942G01012,
1440,MCON,SM,145.1,145.1,145.0,145.0,145.0,144.0,2000,290100.0,24-NOV-2023,2,INE0O4M01019,
1441,MCX,EQ,2928.0,2979.95,2913.3,2927.35,2920.1,2926.3,1071660,3159551347.6,24-NOV-2023,46876,INE745G01035,
1442,MDL,SM,60.0,61.0,60.0,60.5,61.0,61.0,4000,242000.0,24-NOV-2023,2,INE575Z01010,
1443,MEDANTA,EQ,898.25,908.3,893.05,903.15,900.0,898.25,102198,92186062.15,24-NOV-2023,8178,INE474Q01031,
1444,MEDICAMEQ,EQ,645.85,645.85,635.0,637.45,639.5,639.5,2785,1778892.45,24-NOV-2023,520,INE646B01010,
1445,MEDICO,EQ,79.1,79.1,77.5,78.3,77.6,79.05,125393,9840476.4,24-NOV-2023,369,INE630Y01024,
1446,MEDPLUS,EQ,812.5,812.6,803.1,807.25,809.4,812.5,46503,37610816.05,24-NOV-2023,3045,INE804L01022,
1447,MEGAFLEX,SM,34.0,34.0,34.0,34.0,34.0,34.6,27000,918000.0,24-NOV-2023,8,INE0G1D01014,
1448,MEGASOFT,BE,50.15,50.45,50.0,50.45,50.45,50.15,43476,2179814.55,24-NOV-2023,79,INE933B01012,
1449,MEGASTAR,EQ,338.85,362.05,338.85,355.6,359.0,336.6,199257,70511224.4,24-NOV-2023,11792,INE00EM01016,
1450,MELSTAR,BZ,4.1,4.1,4.05,4.1,4.1,3.95,31884,130723.9,24-NOV-2023,70,INE817A01019,
1451,MENONBE,EQ,135.35,137.7,135.35,136.3,136.75,136.4,42087,5744807.95,24-NOV-2023,1031,INE071D01033,
1452,MEP,EQ,12.9,13.35,12.8,13.0,13.05,12.9,531827,6932189.35,24-NOV-2023,599,INE776I01010,
1453,METALFORGE,BZ,4.05,4.3,4.05,4.3,4.3,4.1,9790,41976.85,24-NOV-2023,31,INE425A01011,
1454,METROBRAND,EQ,1349.85,1370.0,1336.15,1347.7,1350.0,1350.25,30523,41332540.7,24-NOV-2023,4767,INE317I01021,
1455,METROPOLIS,EQ,1622.4,1670.0,1621.9,1658.2,1651.0,1622.4,465339,771535469.75,24-NOV-2023,31895,INE112L01020,
1456,MFSL,EQ,978.4,980.9,958.1,969.35,970.0,973.3,548728,530978033.7,24-NOV-2023,21486,INE180A01020,
1457,MGEL,EQ,16.75,16.75,15.9,16.0,16.3,16.15,1041455,16836842.25,24-NOV-2023,743,INE0APB01024,
1458,MGL,EQ,1030.0,1032.0,1021.55,1024.55,1021.55,1027.45,152188,156087019.45,24-NOV-2023,7749,INE002S01010,
1459,MHHL,SM,67.15,67.85,66.0,66.65,67.5,66.95,22500,1503000.0,24-NOV-2023,13,INE450S01011,
1460,MHLXMIRU,EQ,233.1,235.2,225.0,227.05,227.0,232.1,8317,1908878.05,24-NOV-2023,480,INE112D01035,
1461,MHRIL,EQ,394.0,394.7,388.1,390.3,389.0,394.4,57468,22527061.1,24-NOV-2023,3574,INE998I01010,
1462,MICEL,BE,37.1,37.95,36.0,36.3,36.45,37.1,167292,6113381.2,24-NOV-2023,1049,INE287C01037,
1463,MICROPRO,ST,67.3,69.0,66.45,67.95,68.0,65.8,115200,7857120.0,24-NOV-2023,70,INE0PZK01014,
1464,MID150BEES,EQ,164.9,164.9,155.3,160.52,160.59,160.09,98070,15758780.4,24-NOV-2023,1969,INF204KB1V68,
1465,MIDCAPETF,EQ,15.75,15.89,15.71,15.77,15.81,15.79,481393,7602967.8,24-NOV-2023,1400,INF769K01IC9,
1466,MIDHANI,EQ,377.0,382.45,375.0,375.9,376.5,375.65,450531,170281379.7,24-NOV-2023,9412,INE099Z01011,
1467,MILTON,SM,33.95,33.95,33.95,33.95,33.95,33.95,4400,149380.0,24-NOV-2023,1,INE376Y01016,
1468,MINDACORP,EQ,344.0,347.75,339.95,340.4,340.9,342.6,409372,140376815.8,24-NOV-2023,9319,INE842C01021,
1469,MINDSPACE,RR,319.81,328.8,316.21,326.44,324.1,319.81,58165,18798044.97,24-NOV-2023,1603,INE0CCU25019,
1470,MINDTECK,EQ,220.7,247.5,216.95,244.2,243.7,218.1,520667,124163674.4,24-NOV-2023,18914,INE110B01017,
1471,MIRCELECTR,BE,17.0,17.1,17.0,17.1,17.1,16.8,100926,1719963.0,24-NOV-2023,90,INE831A01028,
1472,MIRZAINT,EQ,45.55,45.8,45.1,45.25,45.35,45.45,265134,12009390.65,24-NOV-2023,2286,INE771A01026,
1473,MITCON,EQ,102.35,103.9,95.9,98.6,96.95,102.35,83099,8401025.75,24-NOV-2023,4268,INE828O01033,
1474,MITTAL,EQ,1.8,1.8,1.75,1.75,1.75,1.8,2445716,4293040.95,24-NOV-2023,483,INE997Y01027,
1475,MKPL,EQ,80.95,83.95,80.35,83.55,83.85,80.7,1936603,159312570.55,24-NOV-2023,4284,INE964W01021,
1476,MMFL,EQ,901.0,902.95,870.05,871.9,873.75,895.4,38617,33932476.4,24-NOV-2023,4184,INE227C01017,
1477,MMP,EQ,208.5,220.05,208.5,213.3,212.15,209.6,12911,2811027.0,24-NOV-2023,228,INE511Y01018,
1478,MMTC,EQ,52.0,52.5,51.25,51.45,51.6,51.75,2334173,121021510.85,24-NOV-2023,9134,INE123F01029,
1479,MODIRUBBER,BE,90.05,92.0,88.1,89.8,89.5,92.1,3505,312932.8,24-NOV-2023,64,INE832A01018,
1480,MODISONLTD,EQ,113.1,116.35,112.5,113.05,113.4,113.35,62888,7198481.4,24-NOV-2023,1301,INE737D01021,
1481,MOGSEC,EQ,53.29,53.36,53.27,53.28,53.28,53.3,13821,736779.84,24-NOV-2023,15,INF247L01AK4,
1482,MOHEALTH,EQ,29.4,30.37,29.4,30.02,30.19,29.82,4265,128038.48,24-NOV-2023,91,INF247L01BB1,
1483,MOHITIND,EQ,17.95,18.1,17.55,17.65,17.75,17.75,44243,788010.55,24-NOV-2023,534,INE954E01012,
1484,MOIL,EQ,296.0,301.35,286.3,293.7,293.0,293.95,2385055,699088023.1,24-NOV-2023,32225,INE490G01020,
1485,MOKSH,BE,14.8,14.8,14.3,14.6,14.55,14.4,79317,1164627.05,24-NOV-2023,332,INE514Y01020,
1486,MOL,EQ,73.05,73.3,72.5,72.65,72.7,72.75,213935,15560181.4,24-NOV-2023,1745,INE0CT101020,
1487,MOLDTECH,EQ,262.1,263.65,255.35,260.85,262.0,262.35,173875,45141987.6,24-NOV-2023,7545,INE835B01035,
1488,MOLDTKPAC,EQ,869.15,915.0,864.5,875.5,879.95,866.8,315014,282310771.15,24-NOV-2023,22180,INE893J01029,
1489,MOLOWVOL,EQ,29.76,29.87,29.7,29.7,29.78,29.76,717,21311.65,24-NOV-2023,39,INF247L01BL0,
1490,MOM100,EQ,44.68,45.05,44.5,44.73,44.92,44.68,101230,4537586.37,24-NOV-2023,1376,INF247L01023,
1491,MOM50,EQ,201.51,201.57,200.39,201.0,201.0,201.51,613,123407.76,24-NOV-2023,30,INF247L01536,
1492,MOMENTUM,EQ,25.09,25.09,24.51,24.62,24.62,24.6,2163,53234.91,24-NOV-2023,67,INF209KB14K7,
1493,MOMOMENTUM,EQ,48.81,49.38,48.81,49.26,49.33,49.28,17302,852319.86,24-NOV-2023,108,INF247L01BK2,
1494,MON100,EQ,131.55,131.55,129.51,129.81,129.78,129.91,167945,21798728.12,24-NOV-2023,3113,INF247L01AP3,
1495,MONARCH,EQ,482.0,483.45,472.45,478.85,476.75,480.55,434880,207864098.15,24-NOV-2023,7784,INE903D01011,
1496,MONIFTY500,EQ,17.31,17.95,17.31,17.64,17.65,17.66,57251,1010491.56,24-NOV-2023,216,INF247L01BU1,
1497,MONOPHARMA,SM,45.85,45.85,42.0,44.1,44.45,45.0,140000,6204200.0,24-NOV-2023,34,INE0OIP01012,
1498,MONQ50,EQ,54.44,54.44,53.5,53.77,53.86,53.73,21746,1166953.15,24-NOV-2023,221,INF247L01AU3,
1499,MONTECARLO,EQ,705.5,712.0,702.2,708.3,709.0,701.4,17260,12218244.4,24-NOV-2023,1953,INE950M01013,
1500,MOQUALITY,EQ,141.55,141.62,138.23,138.23,138.23,141.62,60,8486.34,24-NOV-2023,8,INF247L01BH8,
1501,MORARJEE,EQ,23.3,25.5,22.9,24.9,24.65,23.1,219848,5390803.0,24-NOV-2023,944,INE161G01027,
1502,MOREPENLAB,EQ,44.0,47.3,44.0,44.35,44.6,43.9,29263540,1339134691.2,24-NOV-2023,48653,INE083A01026,
1503,MOS,SM,95.0,95.0,93.8,93.8,93.8,95.0,113600,10662560.0,24-NOV-2023,24,INE0N7S01010,
1504,MOTHERSON,EQ,88.25,88.55,87.3,87.5,87.5,88.15,6286815,551847166.15,24-NOV-2023,38453,INE775A01035,
1505,MOTILALOFS,EQ,1131.2,1138.6,1121.0,1129.5,1131.9,1127.25,106490,120555922.4,24-NOV-2023,7705,INE338I01027,
1506,MOTOGENFIN,BE,29.9,29.9,29.9,29.9,29.9,30.5,2228,66617.2,24-NOV-2023,17,INE861B01023,
1507,MOVALUE,EQ,67.41,68.39,67.41,67.91,68.0,68.13,7648,520170.03,24-NOV-2023,220,INF247L01BE5,
1508,MPHASIS,EQ,2350.2,2364.7,2287.0,2319.4,2294.35,2352.35,118966,277290361.7,24-NOV-2023,13774,INE356A01018,
1509,MPSLTD,EQ,1818.8,1835.5,1777.0,1788.65,1791.05,1833.8,16368,29498309.4,24-NOV-2023,3052,INE943D01017,
1510,MPTODAY,SM,41.55,41.55,41.55,41.55,41.55,43.7,2000,83100.0,24-NOV-2023,1,INE105Y01019,
1511,MRF,EQ,111000.0,111550.0,110768.15,111448.2,111315.25,111378.7,2854,317441492.15,24-NOV-2023,2003,INE883A01011,
1512,MRO-TEK,EQ,57.95,58.4,57.1,57.65,57.7,57.5,18844,1088867.15,24-NOV-2023,496,INE398B01018,
1513,MRPL,EQ,114.5,121.1,113.5,118.9,118.65,114.1,11265057,1330425202.6,24-NOV-2023,48610,INE103A01014,
1514,MSPL,BE,22.4,23.1,22.4,23.1,23.1,22.65,2343410,53519207.0,24-NOV-2023,447,INE752G01015,
1515,MSTCLTD,EQ,427.3,443.9,425.95,434.35,433.2,424.5,350265,152163885.7,24-NOV-2023,13839,INE255X01014,
1516,MSUMI,EQ,60.5,60.85,60.0,60.15,60.1,60.35,1747406,105418106.0,24-NOV-2023,15095,INE0FS801015,
1517,MTARTECH,EQ,2195.05,2255.0,2195.05,2227.3,2229.0,2195.3,264177,589902485.25,24-NOV-2023,18789,INE864I01014,
1518,MTEDUCARE,BE,3.8,3.95,3.8,3.9,3.85,3.8,102656,398919.85,24-NOV-2023,109,INE472M01018,
1519,MTNL,EQ,27.8,28.65,27.6,27.7,27.8,27.7,3330926,93462001.65,24-NOV-2023,4891,INE153A01019,
1520,MUFIN,EQ,112.95,113.8,109.35,112.25,113.0,111.6,92071,10277402.55,24-NOV-2023,963,INE08KJ01020,
1521,MUKANDLTD,EQ,172.0,185.2,171.15,183.85,185.0,171.05,1264591,228672244.4,24-NOV-2023,22165,INE304A01026,
1522,MUKTAARTS,BE,84.0,84.0,78.1,80.4,78.5,81.9,44497,3648314.55,24-NOV-2023,241,INE374B01019,
1523,MUNJALAU,EQ,77.1,82.0,77.1,81.5,81.25,73.35,8117137,651354275.2,24-NOV-2023,36235,INE672B01032,
1524,MUNJALSHOW,EQ,138.8,145.7,135.0,138.55,139.7,138.0,646028,91965556.65,24-NOV-2023,8181,INE577A01027,
1525,MURUDCERA,BE,62.9,62.9,59.0,59.75,60.0,61.2,36615,2208873.85,24-NOV-2023,302,INE692B01014,
1526,MUTHOOTCAP,EQ,397.15,400.25,388.15,393.05,391.05,397.15,63647,25078643.85,24-NOV-2023,2674,INE296G01013,
